rand,Mod 64,Mod 32,Mod 16,Mod 8
249,57,25,9,1
301,45,13,13,5
943,47,15,15,7
675,35,3,3,3
804,36,4,4,4
629,53,21,5,5
254,62,30,14,6
97,33,1,1,1
756,52,20,4,4
957,61,29,13,5
870,38,6,6,6
532,20,20,4,4
798,30,30,14,6
96,32,0,0,0
918,22,22,6,6
551,39,7,7,7
135,7,7,7,7
233,41,9,9,1
886,54,22,6,6
273,17,17,1,1
945,49,17,1,1
766,62,30,14,6
962,2,2,2,2
121,57,25,9,1
996,36,4,4,4
870,38,6,6,6
737,33,1,1,1
920,24,24,8,0
735,31,31,15,7
544,32,0,0,0
481,33,1,1,1
88,24,24,8,0
795,27,27,11,3
789,21,21,5,5
270,14,14,14,6
394,10,10,10,2
973,13,13,13,5
462,14,14,14,6
467,19,19,3,3
99,35,3,3,3
725,21,21,5,5
164,36,4,4,4
47,47,15,15,7
248,56,24,8,0
952,56,24,8,0
12,12,12,12,4
380,60,28,12,4
262,6,6,6,6
196,4,4,4,4
349,29,29,13,5
397,13,13,13,5
658,18,18,2,2
315,59,27,11,3
430,46,14,14,6
496,48,16,0,0
498,50,18,2,2
905,9,9,9,1
99,35,3,3,3
572,60,28,12,4
32,32,0,0,0
626,50,18,2,2
768,0,0,0,0
141,13,13,13,5
620,44,12,12,4
698,58,26,10,2
384,0,0,0,0
978,18,18,2,2
495,47,15,15,7
643,3,3,3,3
781,13,13,13,5
492,44,12,12,4
749,45,13,13,5
401,17,17,1,1
636,60,28,12,4
350,30,30,14,6
921,25,25,9,1
575,63,31,15,7
270,14,14,14,6
866,34,2,2,2
612,36,4,4,4
626,50,18,2,2
760,56,24,8,0
721,17,17,1,1
650,10,10,10,2
681,41,9,9,1
740,36,4,4,4
786,18,18,2,2
295,39,7,7,7
911,15,15,15,7
391,7,7,7,7
659,19,19,3,3
73,9,9,9,1
75,11,11,11,3
727,23,23,7,7
547,35,3,3,3
212,20,20,4,4
800,32,0,0,0
25,25,25,9,1
205,13,13,13,5
860,28,28,12,4
279,23,23,7,7
899,3,3,3,3
13,13,13,13,5
459,11,11,11,3
105,41,9,9,1
454,6,6,6,6
911,15,15,15,7
733,29,29,13,5
690,50,18,2,2
769,1,1,1,1
469,21,21,5,5
730,26,26,10,2
104,40,8,8,0
625,49,17,1,1
324,4,4,4,4
918,22,22,6,6
934,38,6,6,6
809,41,9,9,1
941,45,13,13,5
813,45,13,13,5
950,54,22,6,6
309,53,21,5,5
856,24,24,8,0
759,55,23,7,7
770,2,2,2,2
542,30,30,14,6
432,48,16,0,0
191,63,31,15,7
852,20,20,4,4
496,48,16,0,0
159,31,31,15,7
616,40,8,8,0
996,36,4,4,4
673,33,1,1,1
953,57,25,9,1
822,54,22,6,6
715,11,11,11,3
740,36,4,4,4
482,34,2,2,2
489,41,9,9,1
894,62,30,14,6
875,43,11,11,3
567,55,23,7,7
35,35,3,3,3
362,42,10,10,2
598,22,22,6,6
285,29,29,13,5
359,39,7,7,7
858,26,26,10,2
432,48,16,0,0
319,63,31,15,7
973,13,13,13,5
107,43,11,11,3
657,17,17,1,1
879,47,15,15,7
224,32,0,0,0
274,18,18,2,2
83,19,19,3,3
604,28,28,12,4
49,49,17,1,1
227,35,3,3,3
160,32,0,0,0
942,46,14,14,6
306,50,18,2,2
631,55,23,7,7
349,29,29,13,5
162,34,2,2,2
729,25,25,9,1
109,45,13,13,5
195,3,3,3,3
928,32,0,0,0
736,32,0,0,0
706,2,2,2,2
734,30,30,14,6
202,10,10,10,2
881,49,17,1,1
166,38,6,6,6
260,4,4,4,4
880,48,16,0,0
911,15,15,15,7
244,52,20,4,4
814,46,14,14,6
61,61,29,13,5
354,34,2,2,2
166,38,6,6,6
435,51,19,3,3
546,34,2,2,2
891,59,27,11,3
29,29,29,13,5
419,35,3,3,3
14,14,14,14,6
51,51,19,3,3
348,28,28,12,4
307,51,19,3,3
697,57,25,9,1
5,5,5,5,5
65,1,1,1,1
123,59,27,11,3
710,6,6,6,6
793,25,25,9,1
114,50,18,2,2
357,37,5,5,5
350,30,30,14,6
294,38,6,6,6
513,1,1,1,1
824,56,24,8,0
316,60,28,12,4
244,52,20,4,4
659,19,19,3,3
237,45,13,13,5
498,50,18,2,2
492,44,12,12,4
950,54,22,6,6
691,51,19,3,3
231,39,7,7,7
91,27,27,11,3
199,7,7,7,7
261,5,5,5,5
863,31,31,15,7
615,39,7,7,7
381,61,29,13,5
61,61,29,13,5
612,36,4,4,4
324,4,4,4,4
271,15,15,15,7
724,20,20,4,4
414,30,30,14,6
764,60,28,12,4
192,0,0,0,0
336,16,16,0,0
178,50,18,2,2
959,63,31,15,7
392,8,8,8,0
268,12,12,12,4
287,31,31,15,7
704,0,0,0,0
114,50,18,2,2
31,31,31,15,7
540,28,28,12,4
365,45,13,13,5
338,18,18,2,2
737,33,1,1,1
2,2,2,2,2
105,41,9,9,1
947,51,19,3,3
744,40,8,8,0
56,56,24,8,0
240,48,16,0,0
101,37,5,5,5
592,16,16,0,0
365,45,13,13,5
827,59,27,11,3
358,38,6,6,6
869,37,5,5,5
130,2,2,2,2
496,48,16,0,0
937,41,9,9,1
614,38,6,6,6
129,1,1,1,1
93,29,29,13,5
644,4,4,4,4
474,26,26,10,2
257,1,1,1,1
539,27,27,11,3
939,43,11,11,3
206,14,14,14,6
821,53,21,5,5
339,19,19,3,3
379,59,27,11,3
323,3,3,3,3
541,29,29,13,5
393,9,9,9,1
61,61,29,13,5
25,25,25,9,1
876,44,12,12,4
705,1,1,1,1
561,49,17,1,1
927,31,31,15,7
195,3,3,3,3
334,14,14,14,6
165,37,5,5,5
485,37,5,5,5
58,58,26,10,2
277,21,21,5,5
859,27,27,11,3
342,22,22,6,6
234,42,10,10,2
605,29,29,13,5
419,35,3,3,3
220,28,28,12,4
560,48,16,0,0
366,46,14,14,6
972,12,12,12,4
309,53,21,5,5
633,57,25,9,1
101,37,5,5,5
634,58,26,10,2
745,41,9,9,1
952,56,24,8,0
734,30,30,14,6
722,18,18,2,2
863,31,31,15,7
444,60,28,12,4
712,8,8,8,0
776,8,8,8,0
781,13,13,13,5
723,19,19,3,3
768,0,0,0,0
208,16,16,0,0
707,3,3,3,3
597,21,21,5,5
621,45,13,13,5
500,52,20,4,4
277,21,21,5,5
136,8,8,8,0
736,32,0,0,0
64,0,0,0,0
949,53,21,5,5
920,24,24,8,0
699,59,27,11,3
232,40,8,8,0
86,22,22,6,6
489,41,9,9,1
571,59,27,11,3
355,35,3,3,3
588,12,12,12,4
731,27,27,11,3
128,0,0,0,0
439,55,23,7,7
629,53,21,5,5
219,27,27,11,3
454,6,6,6,6
994,34,2,2,2
739,35,3,3,3
755,51,19,3,3
203,11,11,11,3
621,45,13,13,5
72,8,8,8,0
763,59,27,11,3
685,45,13,13,5
731,27,27,11,3
525,13,13,13,5
9,9,9,9,1
215,23,23,7,7
150,22,22,6,6
689,49,17,1,1
417,33,1,1,1
119,55,23,7,7
137,9,9,9,1
213,21,21,5,5
761,57,25,9,1
726,22,22,6,6
127,63,31,15,7
237,45,13,13,5
454,6,6,6,6
27,27,27,11,3
664,24,24,8,0
279,23,23,7,7
167,39,7,7,7
524,12,12,12,4
105,41,9,9,1
412,28,28,12,4
612,36,4,4,4
118,54,22,6,6
843,11,11,11,3
61,61,29,13,5
430,46,14,14,6
932,36,4,4,4
689,49,17,1,1
998,38,6,6,6
664,24,24,8,0
266,10,10,10,2
1,1,1,1,1
639,63,31,15,7
114,50,18,2,2
981,21,21,5,5
845,13,13,13,5
690,50,18,2,2
916,20,20,4,4
181,53,21,5,5
599,23,23,7,7
553,41,9,9,1
791,23,23,7,7
496,48,16,0,0
247,55,23,7,7
125,61,29,13,5
476,28,28,12,4
727,23,23,7,7
25,25,25,9,1
25,25,25,9,1
695,55,23,7,7
615,39,7,7,7
714,10,10,10,2
305,49,17,1,1
173,45,13,13,5
564,52,20,4,4
632,56,24,8,0
628,52,20,4,4
640,0,0,0,0
723,19,19,3,3
919,23,23,7,7
203,11,11,11,3
711,7,7,7,7
998,38,6,6,6
2,2,2,2,2
174,46,14,14,6
128,0,0,0,0
223,31,31,15,7
630,54,22,6,6
265,9,9,9,1
989,29,29,13,5
264,8,8,8,0
4,4,4,4,4
832,0,0,0,0
870,38,6,6,6
263,7,7,7,7
352,32,0,0,0
600,24,24,8,0
983,23,23,7,7
767,63,31,15,7
749,45,13,13,5
181,53,21,5,5
577,1,1,1,1
322,2,2,2,2
725,21,21,5,5
961,1,1,1,1
19,19,19,3,3
526,14,14,14,6
710,6,6,6,6
202,10,10,10,2
15,15,15,15,7
355,35,3,3,3
166,38,6,6,6
14,14,14,14,6
23,23,23,7,7
832,0,0,0,0
529,17,17,1,1
890,58,26,10,2
167,39,7,7,7
276,20,20,4,4
210,18,18,2,2
39,39,7,7,7
626,50,18,2,2
334,14,14,14,6
667,27,27,11,3
643,3,3,3,3
689,49,17,1,1
528,16,16,0,0
600,24,24,8,0
884,52,20,4,4
253,61,29,13,5
663,23,23,7,7
494,46,14,14,6
644,4,4,4,4
595,19,19,3,3
298,42,10,10,2
32,32,0,0,0
789,21,21,5,5
277,21,21,5,5
716,12,12,12,4
869,37,5,5,5
605,29,29,13,5
200,8,8,8,0
828,60,28,12,4
325,5,5,5,5
685,45,13,13,5
47,47,15,15,7
39,39,7,7,7
282,26,26,10,2
191,63,31,15,7
973,13,13,13,5
384,0,0,0,0
526,14,14,14,6
921,25,25,9,1
572,60,28,12,4
845,13,13,13,5
543,31,31,15,7
26,26,26,10,2
722,18,18,2,2
706,2,2,2,2
798,30,30,14,6
977,17,17,1,1
911,15,15,15,7
924,28,28,12,4
873,41,9,9,1
616,40,8,8,0
763,59,27,11,3
156,28,28,12,4
639,63,31,15,7
354,34,2,2,2
273,17,17,1,1
896,0,0,0,0
488,40,8,8,0
16,16,16,0,0
103,39,7,7,7
730,26,26,10,2
220,28,28,12,4
791,23,23,7,7
480,32,0,0,0
785,17,17,1,1
540,28,28,12,4
210,18,18,2,2
269,13,13,13,5
612,36,4,4,4
740,36,4,4,4
702,62,30,14,6
731,27,27,11,3
674,34,2,2,2
683,43,11,11,3
52,52,20,4,4
691,51,19,3,3
496,48,16,0,0
486,38,6,6,6
714,10,10,10,2
701,61,29,13,5
846,14,14,14,6
685,45,13,13,5
219,27,27,11,3
72,8,8,8,0
30,30,30,14,6
702,62,30,14,6
229,37,5,5,5
179,51,19,3,3
293,37,5,5,5
910,14,14,14,6
68,4,4,4,4
887,55,23,7,7
324,4,4,4,4
198,6,6,6,6
259,3,3,3,3
973,13,13,13,5
232,40,8,8,0
695,55,23,7,7
430,46,14,14,6
271,15,15,15,7
147,19,19,3,3
579,3,3,3,3
43,43,11,11,3
15,15,15,15,7
863,31,31,15,7
428,44,12,12,4
290,34,2,2,2
12,12,12,12,4
867,35,3,3,3
372,52,20,4,4
12,12,12,12,4
60,60,28,12,4
212,20,20,4,4
246,54,22,6,6
504,56,24,8,0
357,37,5,5,5
921,25,25,9,1
433,49,17,1,1
640,0,0,0,0
89,25,25,9,1
713,9,9,9,1
287,31,31,15,7
933,37,5,5,5
409,25,25,9,1
904,8,8,8,0
955,59,27,11,3
210,18,18,2,2
500,52,20,4,4
754,50,18,2,2
203,11,11,11,3
114,50,18,2,2
811,43,11,11,3
1,1,1,1,1
101,37,5,5,5
415,31,31,15,7
407,23,23,7,7
548,36,4,4,4
687,47,15,15,7
614,38,6,6,6
129,1,1,1,1
937,41,9,9,1
314,58,26,10,2
981,21,21,5,5
321,1,1,1,1
920,24,24,8,0
817,49,17,1,1
724,20,20,4,4
382,62,30,14,6
463,15,15,15,7
976,16,16,0,0
388,4,4,4,4
353,33,1,1,1
390,6,6,6,6
18,18,18,2,2
776,8,8,8,0
384,0,0,0,0
486,38,6,6,6
598,22,22,6,6
968,8,8,8,0
470,22,22,6,6
789,21,21,5,5
643,3,3,3,3
752,48,16,0,0
898,2,2,2,2
35,35,3,3,3
616,40,8,8,0
844,12,12,12,4
845,13,13,13,5
775,7,7,7,7
851,19,19,3,3
543,31,31,15,7
986,26,26,10,2
415,31,31,15,7
428,44,12,12,4
265,9,9,9,1
303,47,15,15,7
363,43,11,11,3
105,41,9,9,1
158,30,30,14,6
987,27,27,11,3
448,0,0,0,0
252,60,28,12,4
504,56,24,8,0
202,10,10,10,2
612,36,4,4,4
117,53,21,5,5
77,13,13,13,5
48,48,16,0,0
900,4,4,4,4
312,56,24,8,0
486,38,6,6,6
681,41,9,9,1
640,0,0,0,0
499,51,19,3,3
731,27,27,11,3
588,12,12,12,4
189,61,29,13,5
77,13,13,13,5
598,22,22,6,6
875,43,11,11,3
322,2,2,2,2
418,34,2,2,2
518,6,6,6,6
748,44,12,12,4
681,41,9,9,1
579,3,3,3,3
983,23,23,7,7
505,57,25,9,1
300,44,12,12,4
42,42,10,10,2
264,8,8,8,0
481,33,1,1,1
631,55,23,7,7
917,21,21,5,5
259,3,3,3,3
622,46,14,14,6
301,45,13,13,5
274,18,18,2,2
848,16,16,0,0
437,53,21,5,5
969,9,9,9,1
508,60,28,12,4
567,55,23,7,7
839,7,7,7,7
708,4,4,4,4
622,46,14,14,6
717,13,13,13,5
501,53,21,5,5
807,39,7,7,7
666,26,26,10,2
753,49,17,1,1
933,37,5,5,5
707,3,3,3,3
815,47,15,15,7
645,5,5,5,5
829,61,29,13,5
836,4,4,4,4
927,31,31,15,7
246,54,22,6,6
865,33,1,1,1
497,49,17,1,1
120,56,24,8,0
189,61,29,13,5
408,24,24,8,0
346,26,26,10,2
168,40,8,8,0
136,8,8,8,0
421,37,5,5,5
961,1,1,1,1
744,40,8,8,0
363,43,11,11,3
56,56,24,8,0
367,47,15,15,7
574,62,30,14,6
179,51,19,3,3
3,3,3,3,3
249,57,25,9,1
101,37,5,5,5
692,52,20,4,4
750,46,14,14,6
499,51,19,3,3
615,39,7,7,7
583,7,7,7,7
277,21,21,5,5
984,24,24,8,0
204,12,12,12,4
365,45,13,13,5
987,27,27,11,3
760,56,24,8,0
371,51,19,3,3
959,63,31,15,7
680,40,8,8,0
398,14,14,14,6
319,63,31,15,7
899,3,3,3,3
453,5,5,5,5
934,38,6,6,6
122,58,26,10,2
801,33,1,1,1
978,18,18,2,2
320,0,0,0,0
138,10,10,10,2
665,25,25,9,1
7,7,7,7,7
379,59,27,11,3
379,59,27,11,3
552,40,8,8,0
488,40,8,8,0
205,13,13,13,5
508,60,28,12,4
314,58,26,10,2
973,13,13,13,5
222,30,30,14,6
171,43,11,11,3
882,50,18,2,2
204,12,12,12,4
909,13,13,13,5
763,59,27,11,3
622,46,14,14,6
657,17,17,1,1
690,50,18,2,2
487,39,7,7,7
108,44,12,12,4
368,48,16,0,0
56,56,24,8,0
616,40,8,8,0
253,61,29,13,5
2,2,2,2,2
60,60,28,12,4
5,5,5,5,5
265,9,9,9,1
241,49,17,1,1
785,17,17,1,1
627,51,19,3,3
958,62,30,14,6
757,53,21,5,5
47,47,15,15,7
746,42,10,10,2
885,53,21,5,5
940,44,12,12,4
557,45,13,13,5
734,30,30,14,6
315,59,27,11,3
499,51,19,3,3
178,50,18,2,2
859,27,27,11,3
760,56,24,8,0
705,1,1,1,1
798,30,30,14,6
966,6,6,6,6
518,6,6,6,6
217,25,25,9,1
854,22,22,6,6
849,17,17,1,1
581,5,5,5,5
266,10,10,10,2
740,36,4,4,4
441,57,25,9,1
108,44,12,12,4
947,51,19,3,3
356,36,4,4,4
980,20,20,4,4
112,48,16,0,0
311,55,23,7,7
229,37,5,5,5
625,49,17,1,1
830,62,30,14,6
153,25,25,9,1
36,36,4,4,4
799,31,31,15,7
405,21,21,5,5
828,60,28,12,4
473,25,25,9,1
529,17,17,1,1
625,49,17,1,1
395,11,11,11,3
63,63,31,15,7
704,0,0,0,0
864,32,0,0,0
420,36,4,4,4
857,25,25,9,1
227,35,3,3,3
233,41,9,9,1
557,45,13,13,5
674,34,2,2,2
475,27,27,11,3
953,57,25,9,1
443,59,27,11,3
722,18,18,2,2
753,49,17,1,1
13,13,13,13,5
138,10,10,10,2
55,55,23,7,7
349,29,29,13,5
286,30,30,14,6
522,10,10,10,2
366,46,14,14,6
814,46,14,14,6
335,15,15,15,7
133,5,5,5,5
437,53,21,5,5
286,30,30,14,6
180,52,20,4,4
288,32,0,0,0
23,23,23,7,7
35,35,3,3,3
622,46,14,14,6
895,63,31,15,7
8,8,8,8,0
144,16,16,0,0
635,59,27,11,3
488,40,8,8,0
164,36,4,4,4
504,56,24,8,0
655,15,15,15,7
333,13,13,13,5
468,20,20,4,4
654,14,14,14,6
303,47,15,15,7
132,4,4,4,4
473,25,25,9,1
762,58,26,10,2
886,54,22,6,6
952,56,24,8,0
930,34,2,2,2
133,5,5,5,5
283,27,27,11,3
26,26,26,10,2
742,38,6,6,6
566,54,22,6,6
372,52,20,4,4
61,61,29,13,5
960,0,0,0,0
408,24,24,8,0
770,2,2,2,2
77,13,13,13,5
277,21,21,5,5
305,49,17,1,1
900,4,4,4,4
945,49,17,1,1
830,62,30,14,6
974,14,14,14,6
401,17,17,1,1
389,5,5,5,5
594,18,18,2,2
731,27,27,11,3
767,63,31,15,7
589,13,13,13,5
191,63,31,15,7
727,23,23,7,7
28,28,28,12,4
735,31,31,15,7
313,57,25,9,1
274,18,18,2,2
134,6,6,6,6
32,32,0,0,0
771,3,3,3,3
239,47,15,15,7
358,38,6,6,6
243,51,19,3,3
647,7,7,7,7
614,38,6,6,6
948,52,20,4,4
275,19,19,3,3
727,23,23,7,7
509,61,29,13,5
912,16,16,0,0
463,15,15,15,7
889,57,25,9,1
860,28,28,12,4
299,43,11,11,3
654,14,14,14,6
641,1,1,1,1
677,37,5,5,5
74,10,10,10,2
844,12,12,12,4
618,42,10,10,2
361,41,9,9,1
711,7,7,7,7
444,60,28,12,4
370,50,18,2,2
336,16,16,0,0
110,46,14,14,6
649,9,9,9,1
960,0,0,0,0
711,7,7,7,7
192,0,0,0,0
902,6,6,6,6
243,51,19,3,3
330,10,10,10,2
643,3,3,3,3
685,45,13,13,5
962,2,2,2,2
800,32,0,0,0
268,12,12,12,4
967,7,7,7,7
746,42,10,10,2
277,21,21,5,5
661,21,21,5,5
907,11,11,11,3
760,56,24,8,0
132,4,4,4,4
875,43,11,11,3
888,56,24,8,0
131,3,3,3,3
407,23,23,7,7
679,39,7,7,7
29,29,29,13,5
213,21,21,5,5
290,34,2,2,2
972,12,12,12,4
878,46,14,14,6
594,18,18,2,2
258,2,2,2,2
132,4,4,4,4
521,9,9,9,1
463,15,15,15,7
359,39,7,7,7
941,45,13,13,5
510,62,30,14,6
588,12,12,12,4
35,35,3,3,3
518,6,6,6,6
949,53,21,5,5
966,6,6,6,6
588,12,12,12,4
586,10,10,10,2
259,3,3,3,3
812,44,12,12,4
633,57,25,9,1
540,28,28,12,4
126,62,30,14,6
810,42,10,10,2
743,39,7,7,7
56,56,24,8,0
395,11,11,11,3
227,35,3,3,3
793,25,25,9,1
654,14,14,14,6
2,2,2,2,2
382,62,30,14,6
566,54,22,6,6
459,11,11,11,3
828,60,28,12,4
323,3,3,3,3
95,31,31,15,7
723,19,19,3,3
896,0,0,0,0
660,20,20,4,4
985,25,25,9,1
164,36,4,4,4
857,25,25,9,1
273,17,17,1,1
375,55,23,7,7
929,33,1,1,1
93,29,29,13,5
176,48,16,0,0
178,50,18,2,2
815,47,15,15,7
86,22,22,6,6
362,42,10,10,2
670,30,30,14,6
457,9,9,9,1
659,19,19,3,3
532,20,20,4,4
548,36,4,4,4
212,20,20,4,4
653,13,13,13,5
585,9,9,9,1
610,34,2,2,2
249,57,25,9,1
235,43,11,11,3
159,31,31,15,7
253,61,29,13,5
570,58,26,10,2
585,9,9,9,1
323,3,3,3,3
750,46,14,14,6
322,2,2,2,2
611,35,3,3,3
628,52,20,4,4
825,57,25,9,1
493,45,13,13,5
416,32,0,0,0
494,46,14,14,6
97,33,1,1,1
744,40,8,8,0
420,36,4,4,4
614,38,6,6,6
876,44,12,12,4
907,11,11,11,3
292,36,4,4,4
212,20,20,4,4
808,40,8,8,0
609,33,1,1,1
108,44,12,12,4
635,59,27,11,3
117,53,21,5,5
236,44,12,12,4
238,46,14,14,6
861,29,29,13,5
251,59,27,11,3
504,56,24,8,0
899,3,3,3,3
752,48,16,0,0
627,51,19,3,3
868,36,4,4,4
639,63,31,15,7
239,47,15,15,7
371,51,19,3,3
583,7,7,7,7
23,23,23,7,7
337,17,17,1,1
307,51,19,3,3
403,19,19,3,3
130,2,2,2,2
131,3,3,3,3
161,33,1,1,1
469,21,21,5,5
210,18,18,2,2
49,49,17,1,1
143,15,15,15,7
225,33,1,1,1
806,38,6,6,6
618,42,10,10,2
839,7,7,7,7
892,60,28,12,4
143,15,15,15,7
312,56,24,8,0
267,11,11,11,3
523,11,11,11,3
423,39,7,7,7
652,12,12,12,4
951,55,23,7,7
348,28,28,12,4
438,54,22,6,6
922,26,26,10,2
307,51,19,3,3
161,33,1,1,1
132,4,4,4,4
5,5,5,5,5
187,59,27,11,3
190,62,30,14,6
483,35,3,3,3
907,11,11,11,3
774,6,6,6,6
776,8,8,8,0
794,26,26,10,2
503,55,23,7,7
300,44,12,12,4
856,24,24,8,0
855,23,23,7,7
224,32,0,0,0
369,49,17,1,1
557,45,13,13,5
533,21,21,5,5
812,44,12,12,4
274,18,18,2,2
213,21,21,5,5
586,10,10,10,2
698,58,26,10,2
88,24,24,8,0
974,14,14,14,6
942,46,14,14,6
259,3,3,3,3
922,26,26,10,2
433,49,17,1,1
932,36,4,4,4
419,35,3,3,3
270,14,14,14,6
863,31,31,15,7
425,41,9,9,1
716,12,12,12,4
97,33,1,1,1
633,57,25,9,1
410,26,26,10,2
788,20,20,4,4
83,19,19,3,3
510,62,30,14,6
503,55,23,7,7
674,34,2,2,2
828,60,28,12,4
104,40,8,8,0
242,50,18,2,2
293,37,5,5,5
795,27,27,11,3
723,19,19,3,3
850,18,18,2,2
795,27,27,11,3
621,45,13,13,5
688,48,16,0,0
753,49,17,1,1
295,39,7,7,7
434,50,18,2,2
784,16,16,0,0
315,59,27,11,3
301,45,13,13,5
283,27,27,11,3
310,54,22,6,6
760,56,24,8,0
413,29,29,13,5
209,17,17,1,1
37,37,5,5,5
42,42,10,10,2
631,55,23,7,7
714,10,10,10,2
431,47,15,15,7
265,9,9,9,1
194,2,2,2,2
931,35,3,3,3
37,37,5,5,5
508,60,28,12,4
230,38,6,6,6
855,23,23,7,7
333,13,13,13,5
383,63,31,15,7
807,39,7,7,7
907,11,11,11,3
442,58,26,10,2
625,49,17,1,1
655,15,15,15,7
310,54,22,6,6
936,40,8,8,0
361,41,9,9,1
815,47,15,15,7
601,25,25,9,1
5,5,5,5,5
771,3,3,3,3
969,9,9,9,1
527,15,15,15,7
443,59,27,11,3
79,15,15,15,7
68,4,4,4,4
594,18,18,2,2
864,32,0,0,0
485,37,5,5,5
780,12,12,12,4
831,63,31,15,7
531,19,19,3,3
396,12,12,12,4
74,10,10,10,2
364,44,12,12,4
821,53,21,5,5
128,0,0,0,0
152,24,24,8,0
891,59,27,11,3
775,7,7,7,7
828,60,28,12,4
98,34,2,2,2
195,3,3,3,3
626,50,18,2,2
701,61,29,13,5
909,13,13,13,5
734,30,30,14,6
855,23,23,7,7
689,49,17,1,1
779,11,11,11,3
929,33,1,1,1
14,14,14,14,6
910,14,14,14,6
929,33,1,1,1
36,36,4,4,4
808,40,8,8,0
997,37,5,5,5
890,58,26,10,2
178,50,18,2,2
320,0,0,0,0
91,27,27,11,3
238,46,14,14,6
806,38,6,6,6
757,53,21,5,5
481,33,1,1,1
176,48,16,0,0
75,11,11,11,3
458,10,10,10,2
865,33,1,1,1
898,2,2,2,2
615,39,7,7,7
416,32,0,0,0
482,34,2,2,2
693,53,21,5,5
720,16,16,0,0
743,39,7,7,7
835,3,3,3,3
707,3,3,3,3
855,23,23,7,7
921,25,25,9,1
510,62,30,14,6
129,1,1,1,1
889,57,25,9,1
121,57,25,9,1
372,52,20,4,4
825,57,25,9,1
43,43,11,11,3
693,53,21,5,5
10,10,10,10,2
816,48,16,0,0
332,12,12,12,4
742,38,6,6,6
980,20,20,4,4
711,7,7,7,7
439,55,23,7,7
117,53,21,5,5
494,46,14,14,6
432,48,16,0,0
296,40,8,8,0
419,35,3,3,3
10,10,10,10,2
845,13,13,13,5
975,15,15,15,7
463,15,15,15,7
116,52,20,4,4
714,10,10,10,2
578,2,2,2,2
145,17,17,1,1
170,42,10,10,2
183,55,23,7,7
262,6,6,6,6
247,55,23,7,7
803,35,3,3,3
565,53,21,5,5
328,8,8,8,0
216,24,24,8,0
426,42,10,10,2
741,37,5,5,5
154,26,26,10,2
835,3,3,3,3
354,34,2,2,2
724,20,20,4,4
524,12,12,12,4
547,35,3,3,3
824,56,24,8,0
520,8,8,8,0
376,56,24,8,0
142,14,14,14,6
468,20,20,4,4
582,6,6,6,6
201,9,9,9,1
912,16,16,0,0
765,61,29,13,5
699,59,27,11,3
284,28,28,12,4
820,52,20,4,4
859,27,27,11,3
383,63,31,15,7
204,12,12,12,4
431,47,15,15,7
438,54,22,6,6
205,13,13,13,5
576,0,0,0,0
564,52,20,4,4
304,48,16,0,0
558,46,14,14,6
9,9,9,9,1
703,63,31,15,7
514,2,2,2,2
317,61,29,13,5
753,49,17,1,1
224,32,0,0,0
106,42,10,10,2
441,57,25,9,1
842,10,10,10,2
595,19,19,3,3
889,57,25,9,1
191,63,31,15,7
280,24,24,8,0
449,1,1,1,1
165,37,5,5,5
28,28,28,12,4
493,45,13,13,5
269,13,13,13,5
789,21,21,5,5
829,61,29,13,5
975,15,15,15,7
165,37,5,5,5
642,2,2,2,2
857,25,25,9,1
215,23,23,7,7
59,59,27,11,3
452,4,4,4,4
431,47,15,15,7
271,15,15,15,7
548,36,4,4,4
864,32,0,0,0
208,16,16,0,0
354,34,2,2,2
38,38,6,6,6
487,39,7,7,7
834,2,2,2,2
853,21,21,5,5
654,14,14,14,6
640,0,0,0,0
725,21,21,5,5
475,27,27,11,3
199,7,7,7,7
313,57,25,9,1
274,18,18,2,2
543,31,31,15,7
96,32,0,0,0
339,19,19,3,3
143,15,15,15,7
106,42,10,10,2
716,12,12,12,4
953,57,25,9,1
278,22,22,6,6
512,0,0,0,0
927,31,31,15,7
712,8,8,8,0
595,19,19,3,3
566,54,22,6,6
10,10,10,10,2
494,46,14,14,6
167,39,7,7,7
688,48,16,0,0
241,49,17,1,1
883,51,19,3,3
795,27,27,11,3
61,61,29,13,5
122,58,26,10,2
112,48,16,0,0
34,34,2,2,2
919,23,23,7,7
635,59,27,11,3
63,63,31,15,7
712,8,8,8,0
103,39,7,7,7
435,51,19,3,3
420,36,4,4,4
645,5,5,5,5
706,2,2,2,2
297,41,9,9,1
689,49,17,1,1
778,10,10,10,2
365,45,13,13,5
380,60,28,12,4
553,41,9,9,1
799,31,31,15,7
645,5,5,5,5
395,11,11,11,3
200,8,8,8,0
74,10,10,10,2
304,48,16,0,0
16,16,16,0,0
310,54,22,6,6
996,36,4,4,4
711,7,7,7,7
690,50,18,2,2
438,54,22,6,6
957,61,29,13,5
156,28,28,12,4
905,9,9,9,1
25,25,25,9,1
925,29,29,13,5
71,7,7,7,7
268,12,12,12,4
19,19,19,3,3
422,38,6,6,6
539,27,27,11,3
739,35,3,3,3
288,32,0,0,0
580,4,4,4,4
859,27,27,11,3
987,27,27,11,3
722,18,18,2,2
929,33,1,1,1
863,31,31,15,7
618,42,10,10,2
390,6,6,6,6
224,32,0,0,0
782,14,14,14,6
15,15,15,15,7
394,10,10,10,2
259,3,3,3,3
386,2,2,2,2
64,0,0,0,0
147,19,19,3,3
671,31,31,15,7
305,49,17,1,1
639,63,31,15,7
278,22,22,6,6
372,52,20,4,4
267,11,11,11,3
